LogID,lat,lon,alt,time,5003_PM1,5003_PM2.5,5003_PM10,7003_PM1,7003_PM2.5,7003_PM10,Temperature,Relative_Humidity,Pressure,CO,NH3,NO2
0,n/a,n/a,n/a,n/a,5.684210526315789,7.552631578947368,8.105263157894736,3.8859649122807016,4.298245614035087,4.552631578947368,23.72494243421054,56.006130216715796,1019.2091188947513,467.1340206185567,520.9824561403509,2397.1555555555556
1,n/a,n/a,n/a,n/a,6.0701754385964914,8.307017543859649,8.701754385964913,2.456140350877193,2.824561403508772,3.245614035087719,25.072734032346514,53.279189072404655,1019.1697062395436,516.8695652173913,530.5263157894736,4326.857142857143
2,n/a,n/a,n/a,n/a,5.912280701754386,7.359649122807017,7.5701754385964914,2.9649122807017543,3.456140350877193,3.754385964912281,26.099543242872816,51.31240338687914,1019.1630883231121,594.56,551.2982456140351,6038.666666666667
3,n/a,n/a,n/a,n/a,3.6578947368421053,5.0,5.2631578947368425,2.824561403508772,3.1403508771929824,3.6052631578947367,25.540605126096494,51.79342336198008,1019.1726943720035,502.5684210526316,526.0350877192982,4932.618556701031
4,n/a,n/a,n/a,n/a,4.368421052631579,6.368421052631579,7.5,3.4649122807017543,3.8508771929824563,4.114035087719298,25.559499040570174,51.00514275885659,1019.1915772461192,617.795918367347,540.6315789473684,6309.565217391304
5,n/a,n/a,n/a,n/a,3.675438596491228,5.043859649122807,6.12280701754386,2.991228070175439,3.2017543859649122,3.5789473684210527,24.997792283443,52.16328425203744,1019.1503109597511,674.3578947368421,546.2456140350877,5906.285714285715
6,n/a,n/a,n/a,n/a,4.719298245614035,6.192982456140351,6.456140350877193,3.1666666666666665,3.5,3.9649122807017543,24.571730057565805,53.306109937588495,1019.1590842569185,635.8709677419355,541.1929824561404,5466.434782608696
7,n/a,n/a,n/a,n/a,4.035087719298246,5.350877192982456,5.350877192982456,3.0,3.412280701754386,3.956140350877193,24.283087308114037,54.141165828534696,1019.0946078410644,564.3010752688172,559.1578947368421,5099.604395604396
8,n/a,n/a,n/a,n/a,3.9298245614035086,5.06140350877193,5.324561403508772,3.43859649122807,3.9298245614035086,4.2368421052631575,24.083186677631595,54.11941874470613,1019.1082291846417,631.741935483871,551.2982456140351,5491.4639175257735
9,n/a,n/a,n/a,n/a,4.087719298245614,5.008771929824562,5.37719298245614,3.9298245614035086,4.508771929824562,4.9298245614035086,24.603110265899137,53.33437207523911,1019.0729124489982,554.88,536.140350877193,5787.79797979798
10,n/a,n/a,n/a,n/a,3.5526315789473686,4.421052631578948,4.578947368421052,5.052631578947368,5.771929824561403,6.166666666666667,24.01443839089915,54.540246329700686,1019.0384873211298,583.5294117647059,554.1052631578947,6362.3917525773195
11,n/a,n/a,n/a,n/a,4.105263157894737,5.631578947368421,5.842105263157895,4.552631578947368,5.184210526315789,5.692982456140351,23.294908854166696,55.91772910230331,1019.0342536701302,596.2105263157895,519.859649122807,5439.311827956989
12,n/a,n/a,n/a,n/a,4.719298245614035,5.956140350877193,6.824561403508772,4.412280701754386,5.131578947368421,5.649122807017544,23.415593133223705,55.5171099333929,1019.0339235876704,660.2448979591836,551.859649122807,6029.855670103093
13,n/a,n/a,n/a,n/a,4.219298245614035,5.640350877192983,5.87719298245614,3.8859649122807016,4.412280701754386,4.701754385964913,23.362570929276334,55.696530379142594,1019.0607400003986,672.3440860215054,544.561403508772,5350.927835051546
14,n/a,n/a,n/a,n/a,5.7105263157894735,7.447368421052632,7.7105263157894735,4.526315789473684,5.105263157894737,5.491228070175438,23.40084018640352,56.14798957624338,1019.1159390998412,648.5773195876288,555.7894736842105,6398.0
15,n/a,n/a,n/a,n/a,4.228070175438597,5.5701754385964914,6.517543859649122,4.149122807017544,4.640350877192983,5.078947368421052,23.449267406798246,56.64295939294094,1019.23585335386,764.6315789473684,546.8070175438596,5306.980392156863
16,n/a,n/a,n/a,n/a,3.973684210526316,5.2894736842105265,5.684210526315789,3.307017543859649,3.692982456140351,4.043859649122807,23.006101631030713,57.82674764570869,1019.3111771202118,803.0967741935484,542.8771929824561,5633.347368421053
17,n/a,n/a,n/a,n/a,5.394736842105263,6.7631578947368425,7.552631578947368,3.8333333333333335,4.37719298245614,4.815789473684211,22.510465323464913,58.539457426705994,1019.3909738096027,1344.842105263158,550.1754385964912,5712.0
18,n/a,n/a,n/a,n/a,4.271929824561403,5.245614035087719,5.798245614035087,4.0964912280701755,4.56140350877193,4.859649122807017,22.172977316337732,59.53325021898582,1019.4868062263681,2263.0,554.6666666666666,4806.579439252337

